,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,week_no,week_start
748,7th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,8.0,0.0,12,2,2019,30.7041168,76.7176885,0.7055489849,12.0,290.188,7,2019-02-11
749,7th week,Tamil Nadu,Madurai,Acute Diarrhoeal Disease,41.0,0.0,14,2,2019,9.9261153,78.1140983,0.1070984761,5.0,307.46500000000003,7,2019-02-11
750,7th week,Goa,North Goa,Acute Diarrhoeal Disease,19.0,0.0,6,2,2019,15.60444125,74.00172406,3.7e-05,25.0,302.8833334,7,2019-02-11
751,7th week,Meghalaya,West Garo Hills,Acute Diarrhoeal Disease,14.0,0.0,6,2,2019,25.60631425,90.21139055,3.7e-05,22.0,295.11,7,2019-02-11
752,7th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,54.0,0.0,4,2,2019,25.40237355,91.83254097,0.115696099,27.0,293.4166666,7,2019-02-11
753,8th week,Karnataka,Belagavi,Acute Diarrhoeal Disease,37.0,0.0,22,2,2019,15.8572666,74.5069343,0.0003425621281,7.0,311.3166666,8,2019-02-18
754,8th week,Karnataka,Dakshina Kannada,Acute Diarrhoeal Disease,13.0,0.0,18,2,2019,12.9324457,74.9813132,0.0003948141038,5.0,306.52,8,2019-02-18
755,8th week,Tamil Nadu,Karur,Chikungunya,12.0,0.0,23,2,2019,10.9301522,78.08485455,0.006853667065,5.0,311.98400000000004,8,2019-02-18
756,8th week,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,34.0,0.0,15,2,2019,8.8052602,78.1452745,0.2012647131,4.0,308.52500000000003,8,2019-02-18
757,8th week,Tamil Nadu,Ariyalur,Chikungunya,15.0,0.0,18,2,2019,11.07603595,79.11745538,0.01820628309,5.0,307.656,8,2019-02-18
758,8th week,Tamil Nadu,Erode,Chikungunya,22.0,0.0,17,2,2019,11.3692044,77.67662687,0.004181771232,5.0,309.376,8,2019-02-18
759,9th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,133.0,0.0,27,2,2019,17.7222517,83.32670984,0.001563707088,9.0,308.7966666,9,2019-02-25
760,9th week,Maharashtra,Kolhapur,Dengue,7.0,1.0,27,2,2019,16.7028412,74.2405329,0.0001514302351,5.0,312.42,9,2019-02-25
761,9th week,Telangana,Nalgonda,Dengue,59.0,0.0,26,2,2019,16.8579636,79.21749353,0.0002344754334,5.0,312.188,9,2019-02-25
762,10th week,Assam,Dima Hasao,Acute Diarrhoeal Disease,9.0,0.0,7,3,2019,25.40036255,93.07522923,0.05266030585,32.0,297.712,10,2019-03-04
763,10th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,225.0,0.0,7,3,2019,32.166667,76.25,0.3749970267,14.0,288.272,10,2019-03-04
764,10th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,126.0,0.0,4,3,2019,31.6723392,76.95331691,0.5797664278,14.0,285.91,10,2019-03-04
765,10th week,Tamil Nadu,Ramanathapuram,Chikungunya,19.0,0.0,5,3,2019,9.3895523,78.85907072,0.5065819908,5.0,308.60400000000004,10,2019-03-04
766,10th week,Tamil Nadu,Erode,Chikungunya,31.0,0.0,3,3,2019,11.3692044,77.67662687,0.02002703379,5.0,311.68,10,2019-03-04
767,11th week,Assam,Jorhat,Acute Diarrhoeal Disease,35.0,0.0,11,3,2019,26.7577925,94.2079645,0.2238638954,10.0,294.36400000000003,11,2019-03-11
768,11th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,13.0,0.0,14,3,2019,20.9727404,80.69155548,0.01301690773,5.0,307.42,11,2019-03-11
769,11th week,Karnataka,Hassan,Chikungunya,15.0,0.0,16,3,2019,13.0070817,76.0992703,0.003303466915,7.0,311.428,11,2019-03-11
770,11th week,Karnataka,Tumkur,Chikungunya,49.0,0.0,11,3,2019,13.3400771,77.1006208,0.0002054410762,6.0,312.9366666,11,2019-03-11
771,11th week,Karnataka,Yadgiri,Chikungunya,20.0,0.0,14,3,2019,16.7469536,77.1327594,0.0001087863941,5.0,316.9133334,11,2019-03-11
772,11th week,Odisha,Koraput,Acute Diarrhoeal Disease,13.0,0.0,11,3,2019,18.7232023,82.60811828,0.005392221548,10.0,306.388,11,2019-03-11
773,11th week,Punjab,Hoshiarpur,Cholera,98.0,0.0,13,3,2019,31.60857425,75.84644247,0.2177767322,5.0,296.14,11,2019-03-11
774,11th week,Tamil Nadu,Nagapattinam,Acute Diarrhoeal Disease,166.0,0.0,12,3,2019,10.8056276,79.82465978,0.01486379149,8.0,308.78400000000005,11,2019-03-11
775,11th week,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,263.0,0.0,11,3,2019,10.7760127,79.6199369,0.01496587186,8.0,309.768,11,2019-03-11
776,12th week,Tamil Nadu,Ramanathapuram,Chikungunya,25.0,0.0,18,3,2019,9.3895523,78.85907072,0.5065819908,6.0,310.86,12,2019-03-18
777,12th week,Tamil Nadu,Trichy,Chikungunya,23.0,0.0,12,3,2019,10.7992254,78.6811423,0.006489457821,6.0,312.632,12,2019-03-18
778,13th week,Jharkhand,Khunti,Chikungunya,23.0,0.0,25,3,2019,23.10018105,85.34545936,0.01662686566,9.0,304.47,13,2019-03-25
779,13th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,45.0,0.0,30,3,2019,17.2826079,73.4569787,0.002829652269,5.0,310.1333334,13,2019-03-25
780,13th week,Tamil Nadu,Tirunelveli,Dengue,35.0,0.0,26,3,2019,8.7284271,77.7112925,0.02209664155,9.0,311.208,13,2019-03-25
781,13th week,Tamil Nadu,Madurai,Chikungunya,39.0,0.0,27,3,2019,9.9261153,78.1140983,0.006165418869,5.0,316.66400000000004,13,2019-03-25
782,13th week,Uttarakhand,Almora,Acute Diarrhoeal Disease,28.0,0.0,31,3,2019,29.703095,79.43317023,0.1610176345,21.0,294.936,13,2019-03-25
783,14th week,Chhattisgarh,Durg,Acute Diarrhoeal Disease,15.0,0.0,1,4,2019,21.19903535,81.39795456,0.001338561477,7.0,311.3833334,14,2019-04-01
784,14th week,Karnataka,Dharwad,Chikungunya,20.0,0.0,1,4,2019,15.4540505,75.0066516,0.06617019652,4.0,318.404,14,2019-04-01
785,14th week,Puducherry,Puducherry,Chikungunya,7.0,0.0,1,4,2019,11.9340568,79.8306447,0.0008623288635,8.0,312.7,14,2019-04-01
786,14th week,West Bengal,Bishnupur,Acute Diarrhoeal Disease,83.0,0.0,5,4,2019,23.0758821,87.3146517,0.09626971162,7.0,309.34000000000003,14,2019-04-01
787,14th week,Karnataka,Chitradurga,Dengue,18.0,0.0,15,3,2019,14.2266443,76.4005122,0.0002862262239,5.0,313.62,14,2019-04-01
788,14th week,Karnataka,Mysuru,Acute Diarrhoeal Disease,61.0,0.0,31,3,2019,12.3051828,76.6553609,0.004683109691,7.0,313.856,14,2019-04-01
789,14th week,Telangana,Mahabubnagar,Chikungunya,46.0,0.0,30,3,2019,16.69656855,77.95911462,0.000115105571,5.0,318.008,14,2019-04-01
790,15th week,Assam,Dhubri,Malaria,15.0,0.0,11,4,2019,26.01894625,89.94188952,0.2764066617,13.0,297.892,15,2019-04-08
791,15th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,70.0,0.0,6,4,2019,22.3053263,70.8028377,6.94e-05,5.0,321.5566666,15,2019-04-08
792,15th week,Tamil Nadu,Ariyalur,Acute Diarrhoeal Disease,11.0,0.0,14,4,2019,11.07603595,79.11745538,0.01383985113,5.0,313.964,15,2019-04-08
793,15th week,West Bengal,Bankura,Acute Diarrhoeal Disease,83.0,0.0,5,4,2019,23.13195425,87.2073972,0.09626971162,7.0,309.34000000000003,15,2019-04-08
794,15th week,Kerala,Pathanamthitta,Malaria,3.0,0.0,14,3,2019,9.2780841,76.9737443,0.1896526638,5.0,302.53200000000004,15,2019-04-08
795,16th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,42.0,0.0,14,4,2019,15.8309251,78.0425373,0.02615758416,5.0,317.156,16,2019-04-15
796,16th week,Chhattisgarh,Kanker,Acute Diarrhoeal Disease,104.0,0.0,17,4,2019,20.1270026,80.98109349,0.04790943286,9.0,312.764,16,2019-04-15
797,16th week,Karnataka,Belagavi,Chikungunya,13.0,0.0,16,4,2019,15.8572666,74.5069343,0.1043416407,9.0,316.60400000000004,16,2019-04-15
798,16th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,12.0,1.0,20,4,2019,22.5,75.25,0.08209509687,3.0,319.416,16,2019-04-15
799,16th week,Odisha,Jajpur,Acute Diarrhoeal Disease,16.0,0.0,21,4,2019,20.8522696,86.3385714,0.06346748876,7.0,309.444,16,2019-04-15
800,16th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,18.0,0.0,18,4,2019,30.7041168,76.7176885,0.3997254864,8.0,306.5466666,16,2019-04-15
801,16th week,West Bengal,Nadia,Acute Diarrhoeal Disease,332.0,0.0,22,4,2019,23.48454125,88.55676307,0.215991275,5.0,303.2233334,16,2019-04-15
802,16th week,Goa,North Goa,Dengue,5.0,0.0,27,3,2019,15.60444125,74.00172406,0.0003177100814,22.0,307.9766666,16,2019-04-15
803,17th week,Assam,Lakhimpur,Acute Diarrhoeal Disease,37.0,0.0,22,4,2019,27.0827158,93.9978423,0.6748318597,5.0,300.7,17,2019-04-22
804,17th week,Assam,Nagaon,Acute Diarrhoeal Disease,20.0,0.0,25,4,2019,26.30414915,92.71605974,0.07967517011,27.0,302.056,17,2019-04-22
805,17th week,Assam,Sonitpur (Tezpur),Acute Diarrhoeal Disease,22.0,0.0,22,4,2019,26.6265106,92.8002917,0.322215395,5.0,300.1,17,2019-04-22
806,17th week,Assam,Udalguri,Acute Diarrhoeal Disease,52.0,0.0,26,4,2019,26.77253155,92.10641749,0.03253068923,27.0,299.30400000000003,17,2019-04-22
807,17th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,74.0,0.0,23,4,2019,31.6723392,76.95331691,0.3928754947,5.0,298.072,17,2019-04-22
808,17th week,Haryana,Kaithal,Acute Diarrhoeal Disease,28.0,0.0,26,4,2019,29.82282075,76.37830987,0.04091918687,3.0,309.8933334,17,2019-04-22
809,17th week,Karnataka,Raichur,Dengue,7.0,0.0,24,4,2019,16.083333,77.166667,0.001452589777,3.0,322.428,17,2019-04-22
810,18th week,Assam,Nagaon,Malaria,9.0,0.0,4,5,2019,26.30414915,92.71605974,0.720231476,22.0,301.64,18,2019-04-29
811,18th week,Tamil Nadu,Villupuram - Kallakurichi,Acute Diarrhoeal Disease,22.0,0.0,30,4,2019,11.629177,78.8599569,0.006734349841,5.0,314.855,18,2019-04-29
812,18th week,West Bengal,Rampurhat,Acute Diarrhoeal Disease,72.0,0.0,27,4,2019,24.1763069,87.7859569,0.1243603352,11.0,307.2633334,18,2019-04-29
813,19th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,9.0,0.0,9,5,2019,27.4844597,94.9019447,0.889684084,5.0,294.38,19,2019-05-06
814,19th week,Kerala,Wayanad,Cholera,15.0,0.0,6,5,2019,11.715219,76.12690295,0.2700844835,25.0,302.2666666,19,2019-05-06
815,19th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,27.0,0.0,10,5,2019,19.75,83.0,0.001358605569,10.0,314.2966666,19,2019-05-06
816,19th week,Odisha,Balangir,Acute Diarrhoeal Disease,17.0,0.0,3,5,2019,20.74978325,83.44097217,0.02154909188,8.0,314.056,19,2019-05-06
817,19th week,Tamil Nadu,Dindigul - Palani,Acute Diarrhoeal Disease,19.0,0.0,8,5,2019,10.4485636,77.5314268,0.1533088396,5.0,304.925,19,2019-05-06
818,20th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,23.0,2.0,14,5,2019,16.2915189,80.4541588,0.006561507979,5.0,315.024,20,2019-05-13
819,20th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,16.0,0.0,19,5,2019,17.7222517,83.32670984,0.02533374769,9.0,308.59200000000004,20,2019-05-13
820,20th week,Karnataka,Koppal,Acute Diarrhoeal Disease,49.0,0.0,13,5,2019,15.3484144,76.1547421,0.004287511142,3.0,316.74,20,2019-05-13
821,20th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,49.0,0.0,18,5,2019,21.825599,75.614182,0.0009835676721,4.0,323.016,20,2019-05-13
822,20th week,West Bengal,Howrah,Cholera,108.0,2.0,8,5,2019,22.5736296,88.3251045,0.6215048781,5.0,305.0933334,20,2019-05-13
823,20th week,Goa,South Goa,Dengue,17.0,0.0,10,4,2019,15.21961365,74.1152813,0.003058369119,23.0,307.7066666,20,2019-05-13
824,20th week,Kerala,Kozhikode,Dengue,20.0,0.0,20,4,2019,11.2450558,75.7754716,0.2989464323,5.0,295.2,20,2019-05-13
825,21st week,Assam,Dhubri,Malaria,12.0,0.0,21,5,2019,26.01894625,89.94188952,0.7692469173,10.0,298.556,21,2019-05-20
826,21st week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,34.0,0.0,23,5,2019,21.1882332,82.48484762,0.01405675225,7.0,317.456,21,2019-05-20
827,21st week,Gujarat,Kheda,Acute Diarrhoeal Disease,55.0,0.0,25,5,2019,22.75,72.833333,7.54e-05,5.0,317.5933334,21,2019-05-20
828,21st week,Karnataka,Dharwad,Acute Diarrhoeal Disease,96.0,0.0,24,5,2019,15.4540505,75.0066516,0.08211990857,5.0,318.505,21,2019-05-20
829,21st week,Gujarat,Devbhoomi Dwarka,Chikungunya,5.0,0.0,14,5,2019,22.2105363,69.653336,0.0002652657501,2.0,316.036,21,2019-05-20
830,21st week,Karnataka,Chikkamagaluru,Dengue,45.0,0.0,2,5,2019,13.5,75.5,0.1701267589,26.0,304.42,21,2019-05-20
831,21st week,Kerala,Kozhikode,Dengue,23.0,0.0,12,4,2019,11.2450558,75.7754716,0.1308184066,5.0,295.2,21,2019-05-20
832,22nd week,Assam,Dhemaji,Acute Diarrhoeal Disease,15.0,0.0,1,6,2019,27.4668315,94.51786509,0.1343827964,5.0,298.996,22,2019-05-27
833,22nd week,Jammu And Kashmir,Doda,Acute Diarrhoeal Disease,615.0,0.0,27,5,2019,33.1449112,75.5473969,0.6510872795,19.0,290.64,22,2019-05-27
834,22nd week,Karnataka,Belagavi,Dengue,7.0,2.0,28,5,2019,15.8572666,74.5069343,0.11950825,8.0,314.2333334,22,2019-05-27
835,22nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,53.0,0.0,1,6,2019,18.4928092,73.13807095,0.003058341195,5.0,313.096,22,2019-05-27
836,22nd week,Tamil Nadu,Madurai,Chikungunya,79.0,0.0,27,5,2019,9.9261153,78.1140983,0.03958777948,5.0,314.96500000000003,22,2019-05-27
837,23rd week,Andaman And Nicobar Islands,Andaman,Acute Diarrhoeal Disease,8.0,0.0,6,6,2019,13.51111965,92.91738842,0.77260494,33.0,301.72,23,2019-06-03
838,23rd week,Arunachal Pradesh,Kra Daadi,Acute Diarrhoeal Disease,27.0,0.0,5,6,2019,27.96354175,93.76656539,0.5714545475,33.0,299.11333340000004,23,2019-06-03
839,23rd week,Jharkhand,Dumka,Acute Diarrhoeal Disease,67.0,0.0,4,6,2019,24.2538512,87.30064714,0.2690874119,9.0,306.4166666,23,2019-06-03
840,23rd week,Karnataka,Hassan,Acute Diarrhoeal Disease,60.0,0.0,4,6,2019,13.0070817,76.0992703,0.402262724,12.0,305.03000000000003,23,2019-06-03
841,23rd week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,21.0,0.0,8,6,2019,17.166667,77.083333,0.09125306694,3.0,316.31333340000003,23,2019-06-03
842,23rd week,Karnataka,Shimoga,Chikungunya,32.0,0.0,6,6,2019,13.9326093,75.574978,0.142101161,11.0,307.99333340000004,23,2019-06-03
843,23rd week,Tamil Nadu,Dharmapuri,Dengue,63.0,0.0,3,6,2019,12.09680475,78.19304301,0.4194237724,12.0,307.65000000000003,23,2019-06-03
844,23rd week,West Bengal,Basirhat,Acute Diarrhoeal Disease,27.0,0.0,5,6,2019,22.642931,88.8930579,1.666489829,9.0,300.668,23,2019-06-03
845,23rd week,Assam,Kamrup,Acute Diarrhoeal Disease,13.0,0.0,30,4,2019,26.12755515,91.29987148,0.3783044545,5.0,304.5466666,23,2019-06-03
846,23rd week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,112.0,0.0,13,5,2019,20.9727404,80.69155548,0.0001514191123,8.0,318.848,23,2019-06-03
847,23rd week,Jharkhand,Sahebganj,Acute Diarrhoeal Disease,30.0,0.0,20,5,2019,25.244263,87.6348084,0.05639530422,12.0,305.18333340000004,23,2019-06-03
848,23rd week,Kerala,Idukki,Dengue,15.0,0.0,18,5,2019,9.8497872,76.9797914,1.130569641,38.0,300.43,23,2019-06-03
849,23rd week,Kerala,Ernakulam,Dengue,36.0,0.0,21,5,2019,9.98408,76.2741457,0.4539858576,20.0,303.21,23,2019-06-03
850,23rd week,Karnataka,Chikkamagaluru,Dengue,15.0,0.0,21,5,2019,13.5,75.5,0.0525833257,32.0,304.49,23,2019-06-03
851,23rd week,Karnataka,Haveri,Dengue,65.0,0.0,31,3,2019,14.7874825,75.3996731,0.04261680977,19.0,307.188,23,2019-06-03
852,23rd week,Karnataka,Vijayapur,Acute Diarrhoeal Disease,21.0,0.0,27,5,2019,16.8054103,75.7179353,0.03798668708,3.0,315.448,23,2019-06-03
853,23rd week,Maharashtra,Buldhana,Acute Diarrhoeal Disease,48.0,0.0,19,5,2019,20.562845,76.40869861,6.61e-05,2.0,324.584,23,2019-06-03
854,23rd week,Maharashtra,Palghar,Dengue,8.0,0.0,24,5,2019,19.684661,72.82491116,0.0002743511347,5.0,314.75333340000003,23,2019-06-03
855,23rd week,Maharashtra,Raigad,Dengue,24.0,0.0,20,5,2019,18.4928092,73.13807095,0.0002675690383,9.0,315.3966666,23,2019-06-03
856,24th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,24.0,0.0,10,6,2019,22.0090841,82.578896,0.002878310014,5.0,310.2966666,24,2019-06-10
857,24th week,Delhi,North Delhi,Cholera,4.0,0.0,10,6,2019,28.78722785,77.09809033,0.06398791246,5.0,316.6433334,24,2019-06-10
858,24th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,13.0,0.0,13,6,2019,23.6015557,72.3867981,0.04759859363,5.0,317.5966666,24,2019-06-10
859,24th week,Gujarat,Gandhi Nagar,Cholera,3.0,0.0,12,6,2019,23.06016515,72.58063822,7.08e-05,4.0,315.6,24,2019-06-10
860,24th week,Kerala,Kannur,Malaria,3.0,0.0,10,6,2019,11.8763836,75.3737973,0.5065819908,5.0,304.0666666,24,2019-06-10
861,24th week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,40.0,0.0,11,6,2019,17.166667,77.083333,0.1294813883,2.0,315.0466666,24,2019-06-10
862,24th week,Maharashtra,Sangli,Malaria,7.0,0.0,4,6,2019,17.1726928,74.58676543,0.009114818469,7.0,312.47,24,2019-06-10
863,24th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,31.0,0.0,12,6,2019,22.0333621,74.8978374,0.03313022845,3.0,318.572,24,2019-06-10
864,24th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,63.0,0.0,9,6,2019,22.5,75.25,0.03116441722,5.0,318.244,24,2019-06-10
865,24th week,Odisha,Angul,Acute Diarrhoeal Disease,8.0,1.0,11,6,2019,20.8382426,85.0973949,0.4053507014,17.0,304.2466666,24,2019-06-10
866,24th week,Punjab,Patiala,Cholera,141.0,2.0,16,6,2019,30.2090874,76.33987209,0.02437384092,3.0,315.21,24,2019-06-10
867,24th week,Tamil Nadu,The Nilgiris,Acute Diarrhoeal Disease,16.0,0.0,13,6,2019,11.4,76.7,1.149095645,18.0,301.55333340000004,24,2019-06-10
868,24th week,Tamil Nadu,Dharmapuri,Dengue,52.0,0.0,16,6,2019,12.09680475,78.19304301,0.06686690604,11.0,308.815,24,2019-06-10
869,24th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,70.0,0.0,8,6,2019,26.65573395,79.51504701,0.001052918649,5.0,312.86400000000003,24,2019-06-10
870,24th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25.0,0.0,10,6,2019,23.3291882,86.3672378,0.130734667,5.0,309.42,24,2019-06-10
871,24th week,Andhra Pradesh,Visakhapatnam,Dengue,14.0,0.0,3,6,2019,17.7222517,83.32670984,0.005092893307,9.0,308.33,24,2019-06-10
872,24th week,Assam,Cachar,Acute Diarrhoeal Disease,8.0,0.0,2,6,2019,24.75863995,92.88166476,0.3031140007,5.0,301.964,24,2019-06-10
873,24th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,19.0,0.0,26,4,2019,22.0090841,82.578896,0.0421244447,9.0,311.81,24,2019-06-10
874,24th week,Karnataka,Bangalore Urban,Chikungunya,40.0,0.0,5,6,2019,12.94514225,77.553645,0.7047662041,10.0,305.5733334,24,2019-06-10
875,24th week,Kerala,Kannur,Dengue,20.0,0.0,30,4,2019,11.8763836,75.3737973,0.5065819908,5.0,306.6,24,2019-06-10
876,24th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,142.0,0.0,5,6,2019,20.0967555,79.50454752,0.008591162934,6.0,316.872,24,2019-06-10
877,24th week,Maharashtra,Sangli,Dengue,12.0,0.0,29,5,2019,17.1726928,74.58676543,0.002000857702,6.0,315.91,24,2019-06-10
878,24th week,Maharashtra,Sangli,Chikungunya,10.0,0.0,13,5,2019,17.1726928,74.58676543,0.001723798489,7.0,315.9633334,24,2019-06-10
879,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,35.0,0.0,19,6,2019,13.1601048,79.15555062,0.01858787331,8.0,310.12,25,2019-06-17
880,25th week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,34.0,0.0,24,6,2019,23.0216238,72.5797068,0.1622094207,5.0,309.1733334,25,2019-06-17
881,25th week,Jammu And Kashmir,Poonch,Acute Diarrhoeal Disease,117.0,0.0,16,6,2019,33.7670004,74.0957143,0.1477448799,18.0,304.52,25,2019-06-17
882,25th week,Karnataka,Hassan,Dengue,11.0,0.0,17,6,2019,13.0070817,76.0992703,0.1456493863,5.0,301.615,25,2019-06-17
883,25th week,Kerala,Kasaragod,Dengue,19.0,0.0,17,6,2019,12.5035577,74.9907022,1.897344269,5.0,301.5,25,2019-06-17
884,25th week,Kerala,Wayanad,Dengue,17.0,0.0,17,6,2019,11.715219,76.12690295,0.5663232926,5.0,299.53200000000004,25,2019-06-17
885,25th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,58.0,0.0,20,6,2019,17.1726928,74.58676543,0.1024741058,6.0,303.785,25,2019-06-17
886,25th week,Madhya Pradesh,Nimach,Acute Diarrhoeal Disease,123.0,0.0,20,6,2019,24.4624649,74.8501137,0.5770076868,3.0,315.276,25,2019-06-17
887,25th week,Tripura,Gomati,Malaria,190.0,0.0,18,6,2019,23.4613369,91.60718004,0.3864496424,5.0,301.72,25,2019-06-17
888,25th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,40.0,0.0,23,6,2019,23.2495714,87.8681751,1.396773262,9.0,307.445,25,2019-06-17
889,25th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,70.0,0.0,15,6,2019,27.4844597,94.9019447,0.5659578779,12.0,302.32,25,2019-06-17
890,25th week,Jharkhand,East Singhbhum,Dengue,8.0,0.0,15,6,2019,22.8092139,86.2091549,0.02637490244,11.0,307.97200000000004,25,2019-06-17
891,25th week,Karnataka,Chamarajanagar,Chikungunya,32.0,0.0,15,6,2019,11.9346006,76.9328209,0.2789780155,14.0,303.48400000000004,25,2019-06-17
892,25th week,Karnataka,Dakshina Kannada,Dengue,21.0,0.0,3,6,2019,12.9324457,74.9813132,0.2751211743,16.0,304.36,25,2019-06-17
893,25th week,Maharashtra,Kolhapur,Dengue,7.0,0.0,15,6,2019,16.7028412,74.2405329,0.3320778241,6.0,308.01,25,2019-06-17
894,25th week,Maharashtra,Satara,Dengue,6.0,0.0,28,6,2019,17.63612885,74.29827808,0.4617648517,2.0,307.295,25,2019-06-17
895,25th week,Madhya Pradesh,Bhind,Acute Diarrhoeal Disease,34.0,0.0,12,6,2019,26.5,78.75,0.01127184292,3.0,318.0666666,25,2019-06-17
896,25th week,Uttar Pradesh,Bareilly,Malaria,2102.0,0.0,28,1,2019,28.416667,79.383333,0.3676343825,12.0,291.52,25,2019-06-17
897,26th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,39.0,0.0,21,6,2019,20.9727404,80.69155548,0.1569675641,10.0,315.38,26,2019-06-24
898,26th week,Jharkhand,East Singhbhum,Malaria,44.0,1.0,28,6,2019,22.8092139,86.2091549,0.2486153827,7.0,304.15000000000003,26,2019-06-24
899,26th week,Jharkhand,West Singhbhum,Malaria,49.0,0.0,25,6,2019,22.7859232,86.1716093,0.4037023958,5.0,306.28000000000003,26,2019-06-24
900,26th week,Kerala,Kasaragod,Malaria,5.0,0.0,28,6,2019,12.5035577,74.9907022,2.082263409,19.0,297.90000000000003,26,2019-06-24
901,26th week,Karnataka,Bangalore Rural,Dengue,27.0,0.0,26,6,2019,13.0010872,77.3361225,0.3778528099,5.0,306.38,26,2019-06-24
902,26th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,11.0,0.0,24,6,2019,19.75907035,80.16228073,0.5460939741,9.0,316.29,26,2019-06-24
903,26th week,Maharashtra,Raigad,Dengue,15.0,0.0,26,6,2019,18.4928092,73.13807095,0.4788856141,5.0,305.8066666,26,2019-06-24
904,26th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,26.0,0.0,26,6,2019,17.2826079,73.4569787,0.8088987118,5.0,303.75,26,2019-06-24
905,26th week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,17.0,0.0,26,6,2019,25.75,78.5,0.07549213399,5.0,314.55,26,2019-06-24
906,26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,19.0,0.0,26,6,2019,19.4129711,85.04710406,0.5065819908,5.0,303.99333340000004,26,2019-06-24
907,26th week,Punjab,Muktsar,Acute Diarrhoeal Disease,12.0,0.0,26,6,2019,30.4692,74.5182,0.09348640128,5.0,308.936,26,2019-06-24
908,26th week,Tamil Nadu,Dharmapuri,Chikungunya,39.0,0.0,26,6,2019,12.09680475,78.19304301,0.1341004157,5.0,311.38,26,2019-06-24
909,26th week,Arunachal Pradesh,East Siang,Dengue,15.0,0.0,3,6,2019,28.3,95.15,0.7817187043,44.0,297.2733334,26,2019-06-24
910,26th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,39.0,0.0,17,6,2019,21.2380912,81.6336993,0.1077817702,5.0,317.8,26,2019-06-24
911,26th week,Kerala,Ernakulam,Dengue,30.0,0.0,1,5,2019,9.98408,76.2741457,0.3952323391,5.0,303.46,26,2019-06-24
912,26th week,Karnataka,Haveri,Dengue,33.0,0.0,18,6,2019,14.7874825,75.3996731,0.4827226115,5.0,298.48,26,2019-06-24
913,26th week,Karnataka,Kolar,Chikungunya,23.0,0.0,7,6,2019,13.1367201,78.1337246,0.6459420959,10.0,306.7266666,26,2019-06-24
914,27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,282.0,0.0,30,6,2019,14.4752936,78.8216861,0.2276109761,3.0,313.94,27,2019-07-01
